content_url,term,engagement rate,content_type,content_id,media_url
https://giphy.com/gifs/OHTbpDC8W1GTd6W8gS,jejus,0.00,GIF,OHTbpDC8W1GTd6W8gS,https://media.giphy.com/media/OHTbpDC8W1GTd6W8gS/giphy.gif
https://giphy.com/gifs/OHTbpDC8W1GTd6W8gS,happy holiday,0.00,GIF,OHTbpDC8W1GTd6W8gS,https://media.giphy.com/media/OHTbpDC8W1GTd6W8gS/giphy.gif
https://giphy.com/gifs/oBdA8KmfWVVGr05MrP,연말,1.15,GIF,oBdA8KmfWVVGr05MrP,https://media.giphy.com/media/oBdA8KmfWVVGr05MrP/giphy.gif
https://giphy.com/gifs/oBdA8KmfWVVGr05MrP,deaf,0.00,GIF,oBdA8KmfWVVGr05MrP,https://media.giphy.com/media/oBdA8KmfWVVGr05MrP/giphy.gif
https://giphy.com/gifs/oBdA8KmfWVVGr05MrP,goodjob,0.00,GIF,oBdA8KmfWVVGr05MrP,https://media.giphy.com/media/oBdA8KmfWVVGr05MrP/giphy.gif
https://giphy.com/gifs/oBdA8KmfWVVGr05MrP,새해인사,0.00,GIF,oBdA8KmfWVVGr05MrP,https://media.giphy.com/media/oBdA8KmfWVVGr05MrP/giphy.gif
https://giphy.com/gifs/MiUHPLYYzWtIcs9U9w,you can,0.00,GIF,MiUHPLYYzWtIcs9U9w,https://media.giphy.com/media/MiUHPLYYzWtIcs9U9w/giphy.gif
https://giphy.com/gifs/MiUHPLYYzWtIcs9U9w,cheer up,0.00,GIF,MiUHPLYYzWtIcs9U9w,https://media.giphy.com/media/MiUHPLYYzWtIcs9U9w/giphy.gif
https://giphy.com/gifs/rC6h0AlbhyTQaLK6Tj,feel sorry,0.00,GIF,rC6h0AlbhyTQaLK6Tj,https://media.giphy.com/media/rC6h0AlbhyTQaLK6Tj/giphy.gif
https://giphy.com/gifs/8lvZpIYoLMG5kTFJ3V,forreal,1.44,GIF,8lvZpIYoLMG5kTFJ3V,https://media.giphy.com/media/8lvZpIYoLMG5kTFJ3V/giphy.gif
https://giphy.com/gifs/ZTumXrSu1qx4rVEjQ4,happy holiday,0.00,GIF,ZTumXrSu1qx4rVEjQ4,https://media.giphy.com/media/ZTumXrSu1qx4rVEjQ4/giphy.gif
https://giphy.com/gifs/O8s3DTlnXL980Hf544,추석인사,1.72,GIF,O8s3DTlnXL980Hf544,https://media.giphy.com/media/O8s3DTlnXL980Hf544/giphy.gif
https://giphy.com/gifs/O8s3DTlnXL980Hf544,한가위,1.12,GIF,O8s3DTlnXL980Hf544,https://media.giphy.com/media/O8s3DTlnXL980Hf544/giphy.gif
https://giphy.com/gifs/O8s3DTlnXL980Hf544,명절,1.02,GIF,O8s3DTlnXL980Hf544,https://media.giphy.com/media/O8s3DTlnXL980Hf544/giphy.gif
https://giphy.com/gifs/O8s3DTlnXL980Hf544,추석,0.93,GIF,O8s3DTlnXL980Hf544,https://media.giphy.com/media/O8s3DTlnXL980Hf544/giphy.gif
https://giphy.com/gifs/O8s3DTlnXL980Hf544,송편,0.00,GIF,O8s3DTlnXL980Hf544,https://media.giphy.com/media/O8s3DTlnXL980Hf544/giphy.gif
https://giphy.com/gifs/wv7RT2KdgNbKRlzUrS,forreal,0.00,GIF,wv7RT2KdgNbKRlzUrS,https://media.giphy.com/media/wv7RT2KdgNbKRlzUrS/giphy.gif
